code,name,lat,lon
CWT,CHOWHATTA,23.82508,87.748489
CXA,CHANDSARA,28.8757,77.7253
CYI,CHHAYAPURI,22.388174,73.179588
CYN,CHERIYANAD,9.273039,76.585007
CYR,BMBY CHARNI RD,18.9515,72.8185
D,DEULA,22.214424,88.280983
DAA,DATIA,25.64083,78.456116
DAB,DHARMABAD,18.887934,77.848091
DABN,DHABAN,29.860297,74.54318
DAD,DEVARGUDDA,14.6676,75.5759
DADN,DR. AMBEDKAR NAGAR,22.547512,75.773784
DAE,DAHEGAON,20.7295,78.4632
DAG,DHANG,26.7174,85.353298
DAJ,DAROJI,15.227297,76.70032
DAKE,DAKHINESWAR,22.6538,88.3639
DAL,DALIGANJ JN.,26.8756,80.9277
DANE,DANRE,24.724544,87.069256
DAO,DAGHORA,21.8576,83.6782
DAP,DAGMAGPUR,25.0985,82.8006
DAPD,DAPODI,18.5804,73.8331
DAQ,DAUD KHAN,27.830424,78.098717
DAR,DANWAR,28.1299,77.8838
DARA,DARA,24.8323,76.0055
DARI,DHARI JN,21.3265,71.0273
DAS,DHASA JN,21.782615,71.518078
DAU,DAGRU,30.83533,75.047264
DAV,DEVALGAON AUCHR,19.322321,76.605091
DAVC,DAV COLLEGE (JALALAB,30.593666,74.252257
DAVJ,D.A.V.C.H. JALANDHER,31.347297,75.56164
DAVM,DHANU VACHA PURAM HA,8.3792,77.1247
DAYG,DARIYAGANJ,24.801469,79.782379
DAZ,DELHI AZADPUR,28.703086,77.177153
DB,DABHOI JN,22.137525,73.415236
DBA,DABRA,25.881157,78.330975
DBB,DHUBRI,26.022697,89.977512
DBD,DEOBAND,29.6797,77.6706
DBEC,DEVBALODA CHARODA P.H.,21.21378,81.45092
DBF,DABPAL,18.9282,81.4891
DBG,DARBHANGA JN,26.156748,85.907235
DBHL,DOBH BAHALI,28.8805447,76.5233734
DBI,DABLI RATHAN,29.542846,74.19136
DBL,DODBELE,13.2165,77.3513
DBLA,DABLA,27.8935,75.9496
DBLG,DIBOLONG,25.59522,93.085633
DBLI,DEORA BANDHAULI HALT,26.384796,85.76992
DBM,DABOLIM,15.3888,73.8494
DBN,DHABLAN,30.3382,76.301
DBNK,DERABABA NANAK,32.023,75.0142
DBNR,DIBNAPUR,28.5248,79.5166
DBO,DABHODA,23.167981,72.747688
DBP,DEBIPUR,23.1432,88.1575
DBR,DABHAURA,25.11801,81.303205
DBRG,DIBRUGARH,27.477959,94.901329
DBS,DOBBSPET,13.235434,77.255001
DBSI,DAYABASTI,28.667169,77.17123
DBT,DAKSHIN BARASAT,22.2264,88.4526
DBU,DODBALLAPUR,13.2792,77.5504
DBV,DABILPUR,17.674446,78.470535
DBW,DUBIA,26.919927,93.722477
DBY,DIGBOI,27.383733,95.617232
DBZ,DHING BAZAR,26.455513,92.480679
DC,MAGUDANCHAVADI,11.551,77.9873
DCA,DAMCHARA,25.0127,92.7497
DCAB,BMY D CABIN,21.226342,81.477699
DCH,DINHATTA CLGE H,26.146877,89.466531
DCK,DHANDHUKA,22.3845,71.9761
DCP,DAL CHAPRA,25.82678,84.432335
DCU,DAMALCHERUVU,13.478695,79.056244
DCX,DHANICHHA,25.2305,83.4775
DD,DAUND JN,18.463897,74.578972
DDA,DURAUNDHA JN,26.0873,84.4592
DDC,DUM DUM CANT,22.6366,88.4119
DDCC,DAUND CHORD LINE,18.46677,74.552784
DDCE,DUNDI,23.5576,80.2164
DDD,DHONDHA DIH,25.672628,83.7953
DDDM,DEEN DAYAL DHAM,27.3183,77.7582
DDE,DONDAICHA,21.3312,74.5629
DDGA,DUGDA,23.7584,86.1615
DDGJ,DEEDAR GANJ,25.572451,85.253166
DDJ,DUM DUM,22.6216,88.3927
DDK,DHINDSA,30.896038,74.738703
DDL,DHANDARI KALAN,30.8746,75.9096
DDM,DAM DIM,26.858993,88.671083
DDMT,DARIMETA,21.536963,78.54126
DDN,DEHRADOON,30.313888,78.033451
DDNA,DUDHAUNDA,25.573105,83.084278
DDNI,DUDHNOI,26.001369,90.76179
DDP,DAUDPUR,25.90683,84.591165
DDR,DADAR,19.019441,72.843175
DDU,PT.DEEN DAYAL UPADHYAYA JN.,25.2785,83.1196
DDV,DADHDEVI,25.0776,75.8978
DDW,DUDWA,28.50807,80.671921
DDWA,DEEDWANA,26.6104118,76.3082147
DDX,DHAMDHAMIA,24.9497,87.7608
DDY,DUDWINDI,31.2379,75.2584
DEA,DIARA,22.798497,88.280811
DEB,DEBAGRAM,23.6857,88.3072
DEC,DELHI CANTT,28.613384,77.116427
DED,DANDELI,15.2730904,74.6174502
DEE,DELHI SARAI ROHILLA,28.662952,77.187066
DEEG,DEEG,27.486821,77.324781
DEG,DELANG,20.0383,85.7668
DEHR,DEHU ROAD,18.6802,73.7342
DEIA,DEORIA,26.182912,84.9935154
DELI,DEOLI,20.6437425,78.4937975
DELO,DEORAKOT,26.754348,81.906338
DEMU,DEMU,23.6973,84.5258
DEO,DEOKALI,27.977727,80.705566
DEOR,DIYODAR,24.113149,71.770548
DEOS,DEORIA SADAR,26.508,83.7823
DEP,DEPALSAR,28.236427,74.919908
DEPI,DEENAPATTI,25.89521,86.937389
DER,DADRI,28.53816,77.537642
DES,DESARI,25.6681,85.4061
DET,DET,25.01204,74.641628
DEV,DEVARAYI,15.449539,74.571424
DEW,DEWALGAON,20.9136,80.087
DFR,DEOGAN ROAD,20.5548,83.4301
DG,DINDIGUL JN,10.3539,77.9855
DGA,DIGHWARA,25.744,85.0032
DGB,DINDU G PURAM H,18.5432,84.242
DGBH,DIGHA BRIDGE HALT,25.64629,85.080161
DGBZ,DONGRI BUZURG P.H.,21.573484,79.676285
DGD,DANGIDHAR,23.871711,79.019852
DGDG,DURGADA GATE,17.2125,82.3491
DGF,DHAGARIA,23.2425,87.5058
DGG,DONGARGARH,21.185532,80.759897
DGHA,DIGHA,21.6227,87.508
DGHL,DIGHAL,28.74136,76.640399
DGHR,DEOGHAR,24.511692,86.697031
DGI,DUNGRI,20.6874,72.9492
DGJ,DUNGAR JN,21.078574,71.553526
DGLE,DHULIAN GANGA,24.6724,87.938
DGN,DONGARGAON,21.6411,76.3639
DGNH,DARGAON HALT,25.088864,85.751209
DGNR,DURGANAGAR,22.650928,88.41917
DGO,DURGAUTI,25.2077,83.5395
DGPP,DHENGLI PP GOAN,19.406212,76.49128
DGQ,DUGDOL,24.633171,72.098161
DGR,DURGAPUR,23.495366,87.298222
DGS,DAGORI,21.9056,82.069
DGU,DIGARU,26.1731,91.9777
DGW,DHIGAWARA,27.295825,76.613159
DGX,DAGAON,26.444216,92.613459
DGZ,DEVIGANJ,26.319729,87.141666
DH,DIAMOND HARBOUR,22.192332,88.190346
DHA,DHEENA,25.354,83.4227
DHAE,DAINHAT,23.6014,88.1697
DHBI,DHABAULI HALT,25.68215,85.342473
DHD,DAHOD,22.843907,74.253674
DHE,DOBHI,25.604379,82.998447
DHG,DHRANGADHRA,22.986785,71.478728
DHH,DINHATA,26.123924,89.468365
DHI,DHULE,20.8873,74.7684
DHJ,DHINOJ,23.670782,72.28166
DHK,DHAKURIA,22.5155,88.3715
DHKR,DHODA KHEDI,30.0185,76.8421
DHL,DEVANAHALLI,13.2472,77.705
DHMZ,DHOLA MAZRA,30.1209,76.8546
DHN,DHANBAD JN,23.7911,86.4291
DHNA,DHACHANA,25.656382,87.963066
DHND,DHINDA,26.891301,75.361576
DHNE,DHONE JN,15.396259,77.865257
DHNR,DHANORA DECCAN,19.454453,78.125324
DHO,DHAULPUR,26.697312,77.905769
DHP,DICHPALLI,18.613468,78.194847
DHPD,DHAPARA DHAM,24.196086,88.246307
DHPR,DAPPAR,30.6105,76.8476
DHR,DHARNAODA,24.592,77.0991
DHRJ,DHIRGANJ,25.7453,81.924
DHRN,DHURANA,29.2531,76.8028
DHRR,DHIRERA,28.363459,73.616295
DHRY,DHALPUKHURI,25.980731,92.880306
DHT,DHAMARA GHAT,25.5906,86.5993
DHU,DHUBULIA,23.4837,88.4413
DHW,DHARIWAL,31.9492,75.3216
DHWN,DANIAWAN,25.421528,85.287049
DHY,DHARODI,29.6321,76.0645
DI,DOMBIVLI,19.218188,73.08687
DIA,DIDWANA,27.406138,74.557686
DIB,DIBAI,28.19369,78.302994
DIBL,DHOLI (BHAL),22.44562,72.0825
DIC,DAHISAR,19.2499,72.8593
DIG,DUGGIRALA,16.3277,80.6237
DIH,DHARUADIHI,21.9947,84.2232
DIL,DILAWARNAGAR,26.9599,80.6672
DIM,DHANSIMLA,23.2684,87.4635
DING,DING,29.4609,75.2604
DINR,DIVINE NAGAR HALT (F,10.287474,76.335969
DIPA,DIPA,27.706403,94.847374
DIR,DHANAPUR ORISSA,18.9449,82.5071
DISA,DISA,24.237085,72.17956
DIT,DOHRIGHAT,26.266325,83.511887
DIU,DHING,26.453131,92.450895
DIVA,DIVA,19.1886,73.0421
DIW,DHILWAN,31.4986,75.3347
DIWR,DIGWAR HALT,23.6913,85.534579
DJ,DARJEELING,27.037741,88.262916
DJA,DAOTUHAJA,25.227771,93.162432
DJD,DIDARGANJ ROAD,26.0922,82.805
DJG,DULIAJAN,27.367242,95.306482
DJHR,DEOJHAR,22.080747,85.477023
DJI,DHORAJI,21.7217,70.4444
DJL,DODJALA H,13.1829,77.6518
DJR,DOMJUR,22.6415,88.2123
DJS,DHURANI JWAS HALT,25.220084,86.047325
DJX,DUNGRIPADI,21.0607,83.559
DK,DAKOR,22.7468,73.1582
DKAE,DANKUNI,22.677342,88.291411
DKB,DAKSHIN BARI,22.657106,88.178501
DKBJ,DAHAR KA BALAJI,26.944491,75.765839
DKC,DEVARKADRA,16.630764,77.838521
DKD,DONAKONDA,15.8343,79.4838
DKDE,DANKAUR,28.4148,77.6427
DKDP,DAKSHIN DURGAPR,22.308791,88.399258
DKE,DIHAKHO,25.427617,93.126297
DKGN,DEKARGAON,26.680546,92.762842
DKGS,DINKAR GRAM SIMARIA,25.411398,86.013721
DKI,DHARMKUNDI,22.509068,77.54631
DKJ,DORNAKAL JN,17.4456,80.1528
DKJR,DHEKIAJULI ROAD,26.809364,92.452698
DKLU,DOIKALLU,19.7416,83.4814
DKM,DIKOM,27.470277,95.095682
DKMN,DEORIA KURHMA NARESH HALT,24.848008,84.396315
DKN,DEVANGONTHI,12.9856,77.831
DKO,DEVAKOTTAI ROAD,10.0374,78.7615
DKR,DEKPURA HALT,25.300734,85.530796
DKRA,DHUANKHERI,24.5051,75.8981
DKRD,DOCKYARD ROAD,18.966343,72.844194
DKS,DAREKASA,21.271,80.5805
DKT,DHULKOT,30.3959,76.7878
DKU,DUMRI KHURD P.H.,21.310166,79.312019
DKW,DHANAKWADA,24.146127,71.823292
DKWA,DOKWA,28.579547,75.323124
DKX,DUDHWAKHARA,28.45858,75.165195
DKY,DHOKI,18.353466,76.103239
DKZ,DELHI KISHANGNJ,28.664232,77.200756
DL,DALADI,22.5852,71.0694
DLB,DAULATABAD,19.916387,75.210514
DLC,DULMERA,28.417372,73.65612
DLCR,DULLABCHERRA,24.5049,92.4773
DLD,DALAUDA,23.949,75.1058
DLDE,DALDALI,25.819981,93.516912
DLF,DALAN,25.6118,87.5608
DLGN,DHALGAON,17.120617,74.988363
DLI,DELHI JN.,28.661596,77.228136
DLJ,DHOLA JN,21.822939,71.738663
DLK,DALKOLHA,25.8736,87.8391
DLM,DASKALGRAM,23.749741,87.930901
DLMH,DHAULIMUHAN,20.0794,85.6049
DLN,DILDARNAGAR JN,25.4192,83.6681
DLO,DALGAON,26.715254,89.136114
DLP,DALPATPUR,28.8205,78.8772
DLPC,DAULATPUR CHAUK,31.771485,76.008539
DLPH,DAULATPUR HALT,25.325893,88.332567
DLPI,DELHI INDRAPURI,28.600913,77.161188
DLPR,DAYALPUR,25.6361659,81.8911273
DLPT,DULAKHAPATNA,21.007359,86.281214
DLQ,DALELNAGAR,27.1185,80.4196
DLR,DULLAHAPUR,25.7994,83.4227
DLSR,DALHOGI ROAD,32.288584,75.750363
DLW,DILWA,24.5375,85.4199
DLX,DALIMGAON,25.6402,88.386
DLZ,DHOLBAJA,26.27433,87.270927
DMA,DAMODAR JN.,23.651011,86.908507
DMBR,DUMRI BIHAR(E),23.8073,85.7661
DMC,DHEMAJI,27.489106,94.542298
DMD,DHARMADAM,11.7786,75.4635
DME,DAMNAGAR,21.688616,71.509323
DMF,DUMERTA,22.1861,84.9151
DMG,DOMINGARH,26.7647,83.3415
DMGN,DHAMALGAON,27.325186,94.856189
DMH,DAURAM MADHPURA,25.908683,86.782808
DMJR,DOMJUR ROAD,22.635639,88.221931
DMK,DILMILI,18.987873,81.738281
DML,DHARAMTUL,26.189177,92.36721
DMLE,DUMURDAHA,23.039693,88.432302
DMM,DHARMAVARAM JN,14.4245,77.7172
DMN,DHAMANGAON,20.784604,78.137984
DMNJ,DAMAN JODI,18.7682,82.8662
DMO,DAMOH,23.836543,79.432096
DMP,DHARAMPUR HIMACHAL,30.900071,77.023494
DMPR,DHARAMPUR,28.149806,78.265228
DMR,DHARMANAGAR,24.367426,92.168727
DMRT,DUMURIPUT,18.780217,82.803783
DMRX,DUMRI,25.253391,86.024494
DMSR,DHIMSIRI,27.029393,78.200405
DMT,DIGUVAMETTA,15.3947,78.826
DMU,DHAMUA,22.290049,88.392048
DMV,DIMAPUR,25.905942,93.728056
DMW,DALMAU JN,26.07521,81.05361
DMYA,DAMOY,23.971278,80.997792
DMZ,DUMDANGI,26.4769,88.2962
DN,DHANARI,28.340799,78.530445
DNA,DEGANA JN,26.897119,74.316158
DNDI,DHONDI,19.106568,76.736412
DNDL,DANDI MAL,20.714855,85.5338
DNE,DHAMNI,19.6474,77.1782
DNEA,DANEA,23.7994,85.6586
DNGD,DUNGARDA,20.806509,73.441372
DNGI,DANGARI,27.712254,95.569553
DNH,DEONAGAR,23.7584,86.1614
DNHK,DHINDHORA HKMKD,26.8036,77.1032
DNHL,DHANIAKHALI  HALT,22.95045,88.143911
DNI,DANSI,22.620983,88.268108
DNJ,DAUNDAJ,18.230819,74.174366
DNK,DHANAKYA,26.91809,75.605507
DNKL,DHENKANAL,20.6763,85.5904
DNL,DHANOLI P.H.,21.32224,80.42696
DNM,DHANMANDAL,20.6873,86.1118
DNN,DINA NAGAR,32.1346,75.4671
DNQ,DANDKHORA,25.5695,87.6329
DNR,DANAPUR,25.582201,85.044909
DNRA,DHANDHERA,29.8428,77.9043
DNRE,DHANAURI,25.1716,86.2152
DNRP,DUNGARPUR,23.867315,73.695602
DNT,DANTAN,21.9304,87.2841
DNU,DALSANUR,13.2690105,78.169987
DNV,DONKINAVALASA,18.469,83.3512
DNW,DANGARWA,23.4015,72.4412
DNWH,DANIYAWAN BZR H,25.4344,85.2909
DNWR,DHANWAR,24.423535,85.966105
DNX,DHANSU,29.2119,75.8018
DO,DAUSA JUNCTION,26.900487,76.330776
DOA,DORAHA,30.804,76.0432
DOB,DUNDLOD MUKANDGARH,27.965447,75.235405
DOBH,DEOBAHAL,21.371588,83.735637
DOC,DAUN KALAN,30.3871,76.4769
DOD,DHODHAR,23.770421,75.103226
DODH,DODH,30.842,74.5223
DOE,DEORI,23.298235,80.009608
DOH,DHODRA MOHAR,22.2812,77.8749
DOI,DOMOHANI,26.578856,88.769274
DOK,DHOLKA,22.732332,72.434192
DOKM,DOKRA HALT,23.782674,86.480598
DOKY,DUKHERI,30.2954,76.8843
DOL,DHOLI,25.977182,85.562725
DOLK,DHOLIKUA,20.830898,73.212118
DOR,DUNDARA,25.895519,72.796612
DORD,DEO ROAD,24.825067,84.550781
DOS,DEHRI ON SONE,24.9147,84.1853
DOT,DHAKIA TIWARI,28.0286,79.8857
DOTL,DEOTALA,25.274659,88.294544
DOX,DOHNA,28.434204,79.432869
DOY,DORNAHALLI,12.433056,76.42622
DOZ,DAURAI,26.395714,74.619656
DPA,DURGAPURA,26.8557,75.7862
DPC,DARLIPUT,18.3651,82.7464
DPD,DOSAPADU,16.4688,80.9388
DPDH,DHANPATDIH,24.4173037,86.9133906
DPDP,DHAPDHAPI,22.3162,88.4601
DPE,DEVARAPALLE,13.732382,77.510262
DPH,DADHAPARA,22.0282,82.1232
DPI,DODDAMPATTI,12.1815,78.4224
DPJ,DHARMAPURI,12.1261,78.1542
DPK,DHOLIPAL,29.751412,74.255219
DPL,DANAULI PHLWRIA,25.4209,86.2498
DPLN,DIPLANA,29.1849,74.8326
DPNR,DEEPNAGAR HALT,25.140467,85.483074
DPP,DHIRPUR,30.0791,76.8467
DPR,DHAMPUR,29.3059,78.502
DPRA,DHUPDHARA,25.979959,91.066189
DPS,DANGOAPOSI,22.167614,85.59238
DPSR,DAPSAURA,25.9836,80.2031
DPT,DALPAT SINGHPUR,29.929498,73.524456
DPU,DIPHU,25.8369,93.438034
DPUR,DEPUR PH,19.9729,83.2505
DPW,DHAPEWARA,21.8727,80.1911
DPX,DADPUR,24.8294,86.3491
DPZ,DEVPURA,26.0322,76.2512
DQG,DHUPGURI,26.5734,88.9949
DQL,DHALAIBIL,26.7889,92.9279
DQN,DHANERA,24.506528,72.032364
DQR,DABIRPURA,17.366183,78.490384
DR,DADAR,19.017189,72.842982
DRA,DULARIA,22.575241,77.653942
DRB,DEBARI,24.6067,73.8051
DRBR,DEORAHA BABA RD,26.2837,83.8708
DRD,DAHANU ROAD,19.991417,72.743568
DRGM,DEORAGRAM,24.096775,82.352314
DRGU,DAMRUGHUTU,23.45179,86.09024
DRH,DHARHARA,25.2583,86.4118
DRHI,DAGAR KHEDI,22.106635,76.831856
DRI,DUMRI JUARA,25.7484,84.8693
DRL,DEROL,22.6299,73.4619
DRLA,DAURALA,29.1142,77.7063
DRN,DEORANIAN,28.64495,79.476643
DRO,DARYAOGONJ,27.5966,79.0917
DRPH,DEVRI P.H.,22.85672,79.836788
DRQ,DHARMINIYA,26.8654,84.7933
DRR,DHARUR,17.289,77.758
DRS,DHARESHWAR,25.777634,73.667793
DRSN,DHURWASIN,23.1291,81.8457
DRSV,DHARASHIV,18.248264,76.022773
DRTP,DASHARATHPUR,25.2644,86.4617
DRU,KADUR,13.552051,76.008396
DRV,DARAULI,25.3932,83.6013
DRWN,DEROWAN,22.4877,85.2995
DRZ,DALLI RAJHARA,20.586249,81.067493
DS,DASNA,28.6908,77.5282
DSA,DELHI SHAHDARA,28.672968,77.293024
DSB,SADAR BAZAR,28.658696,77.216892
DSJ,DELHI SAFDARJUNG,28.582261,77.187109
DSKG,DR SRIKRISHNA SINGH NAGAR GARHPURA,25.659444,86.207106
DSL,DESWAL,26.852254,73.884429
DSM,DARASURAM,10.9443,79.3563
DSME,DASARA,24.2659,85.7977
DSNI,DAUSNI,29.7845,77.9794
DSNR,DASHNAGAR,22.5983,88.3084
DSO,DESHNOK,27.791023,73.338203
DSPL,DASPALLA,20.3453354,84.8543189
DSPN,DESHPRAN PH,22.0297,87.8174
DSPT,DANISHPET,11.8589,78.1382
DSR,DHANSIRI,25.811096,93.613858
DSS,DALSINGH SARAI,25.664949,85.841665
DST,DASAMPATTI,12.2512,78.4386
DSVS,D.SAMUDRAVALLI,12.94263,76.317399
DSX,DESANG,27.055915,94.686184
DTAE,DHATRIGRAM,23.2778,88.3118
DTAP,DHATURA ALIPUR P.H.,22.423923,80.170164
DTC,DITOKCHERRA,25.090418,92.798595
DTE,DEULTI,22.4529,87.9141
DTF,DANTLA,27.1966,76.9509
DTG,DIGNAGAR,23.3657,87.6633
DTJ,DETROJ,23.338,72.1817
DTK,DATTAPUKUR,22.7685,88.5397
DTL,DARRITOLA,23.289288,82.395401
DTN,DHAMTAN SAHIB,29.689,76.0042
DTO,DALTONGANJ,24.0328,84.0745
DTP,DIVITIPALLI,16.741263,78.084555
DTRA,DANTRA,26.7743527,75.153462
DTRD,DIYATRAROAD,27.734744,72.810688
DTT,DODAANATTA HALT,13.374447,78.136149
DTV,DHUTRA,21.8969,84.0911
DTVL,DATIVALI CABIN,19.187002,73.059039
DTW,DATEWAS,29.8928,75.6163
DTX,DANGTAL,26.4656,90.4648
DUA,DHAURA,24.44965,78.321791
DUAN,DUAN,22.354045,87.588158
DUB,DABTARA,28.368444,78.991184
DUBH,DUBAHA,25.948475,85.616798
DUD,DUDHANI,17.3626,76.3789
DUE,DUDAHI,26.79113,84.154072
DUGA,DUGGA,33.1780744,74.9381151
DUI,DHURI JN,30.3731,75.867
DUJ,DUBRAJPUR,23.8028,87.3784
DUK,DUDIA,25.934428,72.902012
DULP,DAULATPUR HRYNA,29.4524,75.8889
DUM,DHAURMUI JAGHNA,27.292,77.5362
DUMK,DUMKA,24.289687,87.255135
DUMR,DUMRA,26.576553,85.533199
DUO,DHAURSALAR,26.7981,80.0812
DUR,DESUR,15.754754,74.49842
DURE,DUMRAON,25.571634,84.143515
DURG,DURG,21.199937,81.291447
DUS,DULRASAR,28.354547,74.492455
DUSI,DUSI,18.3703,83.858
DUT,DUM DUMA TOWN,27.57083,95.555477
DUTR,DURIATANR HALY,24.408011,86.096054
DUU,DUPADU,15.742858,78.013229
DVA,DELVADA,20.773489,71.041589
DVD,DUVVADA,17.703353,83.151569
DVG,DAVANGERE,14.467594,75.92205
DVGM,DEVGAM,23.9387,71.5922
DVH,DEVI HALT,21.7059,78.8615
DVJ,DILLI DEWAN GANJ,25.432811,87.778702
DVL,DEVLALI,19.897099,73.83688
DVM,DALBHUMGARH,22.5062,86.5518
DVN,DEVTHANA,19.2985,77.6996
DVR,DORAVARICHATTRAM,13.781402,79.968967
DWA,DAILWARA,24.78089,78.393245
DWD,DHEKVAD,21.3392,74.1386
DWDI,DIGHWA DUBAULI,26.2646,84.7441
DWG,DEWANGANJ,23.429386,77.592487
DWI,DINGWAHI,25.417,80.4144
DWJ,DWARKAGANJ,26.3164,82.1091
DWK,DWARKA,22.250653,68.980064
DWL,DHUWALA,25.5467,74.5813
DWLE,DHAUNI,25.0027,86.9924
DWNA,DIWANA,29.3182,76.9799
DWO,DOIWALA,30.1755,78.1223
DWP,DWARAPUDI,16.9276,81.9227
DWR,DHARWAR,15.440526,75.004692
DWT,DEWAN HAT,26.234764,89.483471
DWV,DIWANKHAVATI,17.855823,73.418584
DWX,DEWAS,22.977676,76.051311
DWZ,DANTE WARA,18.908073,81.354876
DXD,DIGOD,25.1965,76.0156
DXG,DHARANGAON,21.0063,75.286
DXH,DUHAI,28.7298,77.4799
DXK,DHANA KHERLI,26.9502,77.5358
DXN,DUDDHINAGAR,24.2086,83.2265
DXR,DIGSAR,22.7122,71.4991
DXU,DUHRU,26.084,80.1771
DY,DUMARIYA,26.8643,77.2338
DYD,DARYABAD,26.861673,81.550484
DYE,DAYANAND NAGAR,17.456537,78.53164
DYK,DUDHIYAKHURD,28.46507,80.198135
DYP,DARYAPUR,26.182399,81.248188
DYU,DIYURI,28.603513,79.87627
DYW,DIYAWAN HALT,25.381101,85.283668
DZA,DASUYA,31.8082,75.6576
DZB,DAHINA ZAINABAD,28.292138,76.38588
DZK,DURGACHAK,22.082,88.1552
DZKT,DURGA CHAK TOWN,22.0664,88.1356
DZL,DHANA LADANPUR,28.746666,76.168363
DZP,DARAZPUR,30.1528,77.196
ED,ERODE JN,11.3274,77.7256
EDD,EDDULADODDI,15.33,77.5902
EDG,EDEN GARDENS,22.564997,88.339262
EDN,EDAMANN,9.0069,76.9825
EDP,EDAPALAYAM,8.964776,77.116556
EDU,ERIODU,10.515608,78.057109
EE,ELURU,16.7177,81.1197
EGT,EGATTUR,13.106648,79.88451
EKC,EKCHARI,25.2259,87.2158
EKH,EKSARI HALT,25.134873,85.889225
EKI,EKLAKHI,25.167698,88.099322
EKL,EKDIL,26.7661,79.1163
EKM,EKAMBARAKUPPAM,13.318594,79.573116
EKMA,EKMA,25.9669,84.5361
EKN,EZHUKONE,8.9792,76.7151
EKNR,EKTA NAGAR,21.8874,73.6862
EKR,EKANGARSARAI,25.2223,85.232
EL,ELAMANUR,10.8794,78.5737
ELL,ERALIGU,24.6649,92.3321
ELM,ELIMALA,12.0765,75.2137
ELR,ELAVUR,13.4579,80.1157
ENB,ELLENABAD,29.4434,74.6581
ENR,ENNORE,13.217219,80.321217
ERC,ERICH ROAD,25.8208,79.0352
ERL,ERANIEL,8.213,77.3086
ERN,ERNAKULAM TOWN,9.992012,76.28653
ERS,ERNAKULAM JN,9.969992,76.291122
ET,ITARSI JN,22.608,77.7669
ETAH,ETAH,27.5715,78.6542
ETK,ETAKKOT,11.8059,75.4435
ETM,ETTUMANUR,9.6765,76.5454
ETMD,ETTIMADAI,10.8985,76.8969
ETP,ETTAPUR ROAD,11.650639,78.468175
ETR,ELATTUR,11.3463,75.7411
ETUE,ETMADPUR JN,27.221586,78.198023
ETW,ETAWAH JN,26.78638,79.021912
EVA,EDAVAI,8.763023,76.697617
EZP,EZHUPPUNNA,9.819888,76.301991
FA,FALNA,25.235418,73.234563
FAB,FATEHABAD,27.019234,78.299585
FAH,FATEHA HALT,25.598806,85.862446
FAN,FATEHNAGAR,24.8179,74.095402
FAP,FAKHARPUR HALT,28.8471,77.2937
FAR,FARAH,27.3347,77.7439
FBD,FARRUKHABAD,27.3819,79.5713
FBG,FORBESGANJ JN,26.298571,87.262473
FDB,FARIDABAD,28.411483,77.307358
FDK,FARIDKOT,30.683,74.7616
FDN,FARIDABAD NW TN,28.376298,77.309418
FGCN,FETEHGARH CHURN,31.8618,74.9408
FGH,FATEHGARH HRYNA,28.650844,76.240807
FGR,FATEHGARH,27.3693,79.6213
FGSB,FATEHGARH SAHIB,30.651,76.3884
FK,FEROK,11.1749,75.8302
FKA,FAZILKA,30.408931,74.025707
FKB,FAKHRABAD,18.824254,77.974091
FKG,FURKATING JN.,26.465502,94.002542
FKM,FAKIRAGRAM JN,26.3649,90.1859
FL,PHULERA,26.873234,75.245876
FLCK,FAZALCHAK,25.436443,85.1617221
FLD,PHULAD,25.6243,73.8134
FLK,FALAKATA,26.5294,89.206
FLM,FALIMARI,26.070507,89.473
FLR,FULESWAR,22.476396,88.11224
FLU,PHULIA,23.2301,88.4965
FM,FALAKNUMA,17.332307,78.474591
FN,FARUKHNAGAR,28.4666,76.828
FNB,FATEHNAGAR BRIDGE,17.455875,78.450143
FNO,FANGO,25.618667,86.604401
FPAW,FATEHPUR ATWA HALT,25.623391,83.638574
FPMP,FATEHPUR MAKRANDPUR,28.3768501,77.6751203
FPS,FATEHPUR-SHEKHAWATI,28.000388,74.970703
FRD,FARHEDI,28.702333,78.792229
FRDH,FARIDAHA,25.557929,83.125992
FRH,FARHATNAGAR,27.0809,80.143
FSG,PHURSUNGI,18.455349,74.025536
FSP,FATEH SINGHPURA,26.8036,77.1032
FSR,FAQARSAR,30.189651,74.572792
FSW,FATEH SINGHWALA,29.91248,74.1009351
FTC,FATEHPUR CHURSI,26.8433,80.2616
FTD,FATEHABAD CH.JN,23.0095,75.6738
FTG,FURSATGANJ,26.2447,81.4159
FTH,FATUHI,30.057134,73.871469
FTP,FATEHPUR,25.917,80.8014
FTS,FATEHPUR SIKRI,27.0938,77.6705
FUT,FATUHA,25.5017,85.305748
FYZ,FAIZULLAPUR,25.8695,80.8937
FZD,FIROZABAD,27.147145,78.386421
FZGH,FEROZGUDA HALT,17.4647301,78.4601652
FZL,FAZALPUR,29.5955,78.289
FZP,FIROZPUR CITY,30.9621,74.6009
FZR,FIROZPUR CANT,30.9419,74.6179
G,GONDIA JN,21.462175,80.190582
GA,GUDHA,26.950382,75.128632
GAA,GALAN,20.606917,75.268536
GAD,GEVRA ROAD,22.348964,82.6461
GADH,GOALDIH,21.726733,85.546675
GADJ,GANDHINAGAR JAIPUR,26.873387,75.7986
GADM,GANGA DHAM,27.2094,81.9301
GAE,GAIPURA,25.1605,82.3863
GAG,GANGAGHAT,23.363059,85.512085
GAGA,GALGALIA,26.5273,88.1133
